origin,date,temp,dewp,wind_dir,wind_speed,wind_gust,precipitation,amount_precipitation,visibility,pressure
EWR,2017-07-23T22:00:00Z,26,19,130,9,14,None,0,10,29.82
EWR,2017-07-23T23:00:00Z,24,19,130,6,0,None,0,10,29.83
EWR,2017-07-24T00:00:00Z,24,19,130,8,0,None,0,10,29.84
EWR,2017-07-24T01:00:00Z,24,20,120,8,0,None,0,10,29.85
EWR,2017-07-24T02:00:00Z,24,19,150,8,0,None,0,10,29.86
EWR,2017-07-24T03:00:00Z,23,20,110,10,0,Rain,0,10,29.84
EWR,2017-07-24T04:00:00Z,23,19,100,7,0,Rain,0,10,29.85
EWR,2017-07-24T05:00:00Z,24,19,110,11,16,None,0,10,29.84
EWR,2017-07-24T06:00:00Z,23,19,120,8,15,None,0,10,29.82
EWR,2017-07-24T07:00:00Z,23,19,110,9,0,None,0,10,29.79
EWR,2017-07-24T08:00:00Z,23,18,80,12,18,None,0,10,29.77
EWR,2017-07-24T09:00:00Z,22,19,90,12,0,Rain,0.08,4,29.77
EWR,2017-07-24T10:00:00Z,21,19,70,8,0,Rain,0.23,4,29.75
EWR,2017-07-24T11:00:00Z,21,20,50,8,0,Rain,0.01,9,29.76
EWR,2017-07-24T12:00:00Z,22,20,50,8,0,None,0,10,29.75
EWR,2017-07-24T13:00:00Z,22,20,50,8,0,Rain,0,6,29.75
EWR,2017-07-24T14:00:00Z,20,19,20,19,0,Rain,0.07,0.5,29.73
EWR,2017-07-24T15:00:00Z,19,18,360,18,24,Rain,0.51,9,29.78
EWR,2017-07-24T16:00:00Z,20,18,20,15,22,Rain,0,10,29.79
EWR,2017-07-24T17:00:00Z,20,16,10,17,0,Rain,0,10,29.83
EWR,2017-07-24T18:00:00Z,19,15,10,13,0,None,0,10,29.84
EWR,2017-07-24T19:00:00Z,21,16,360,12,0,None,0,10,29.84
EWR,2017-07-24T20:00:00Z,21,16,30,11,0,None,0,10,29.84
EWR,2017-07-24T21:00:00Z,22,16,40,8,0,None,0,10,29.85
EWR,2017-07-24T22:00:00Z,22,16,60,7,0,None,0,10,29.85
EWR,2017-07-24T23:00:00Z,22,16,80,6,0,None,0,10,29.86
EWR,2017-07-25T00:00:00Z,21,16,90,8,0,Rain,0,10,29.87
EWR,2017-07-25T01:00:00Z,19,16,80,7,0,Rain,0,10,29.88
EWR,2017-07-25T02:00:00Z,19,16,80,6,0,Rain,0,10,29.9
EWR,2017-07-25T03:00:00Z,19,15,110,6,0,None,0,10,29.94
EWR,2017-07-25T04:00:00Z,18,15,80,6,0,None,0,10,29.96
EWR,2017-07-25T05:00:00Z,18,14,70,5,0,None,0,10,29.97
EWR,2017-07-25T06:00:00Z,18,14,60,7,0,None,0,10,29.98
EWR,2017-07-25T07:00:00Z,18,14,20,10,0,None,0,10,29.97
EWR,2017-07-25T08:00:00Z,17,15,30,7,0,None,0,10,29.97
EWR,2017-07-25T09:00:00Z,17,15,20,8,0,None,0,10,29.98
EWR,2017-07-25T10:00:00Z,17,16,10,8,0,Drizzle,0,6,30.01
EWR,2017-07-25T11:00:00Z,17,16,10,5,0,Drizzle,0,10,30.02
EWR,2017-07-25T12:00:00Z,18,16,360,8,0,None,0,10,30.04
EWR,2017-07-25T13:00:00Z,17,16,30,7,0,Rain,0.01,6,30.05
EWR,2017-07-25T14:00:00Z,19,16,10,6,0,Rain,0,10,30.06
EWR,2017-07-25T15:00:00Z,19,16,20,7,0,None,0,10,30.08
EWR,2017-07-25T16:00:00Z,19,16,20,5,0,None,0,10,30.1
EWR,2017-07-25T17:00:00Z,20,16,30,5,0,None,0,10,30.1
EWR,2017-07-25T18:00:00Z,21,16,-1.5,3,0,None,0,10,30.11
EWR,2017-07-25T19:00:00Z,22,16,-1.5,3,0,None,0,10,30.11
EWR,2017-07-25T20:00:00Z,22,16,10,6,0,None,0,10,30.12
EWR,2017-07-25T21:00:00Z,22,16,20,7,0,None,0,10,30.13
EWR,2017-07-25T22:00:00Z,22,16,30,5,0,None,0,10,30.14
EWR,2017-07-25T23:00:00Z,22,16,40,6,0,None,0,10,30.14
EWR,2017-07-26T00:00:00Z,22,16,60,6,0,None,0,10,30.16
EWR,2017-07-26T01:00:00Z,21,16,40,7,0,None,0,10,30.18
EWR,2017-07-26T02:00:00Z,20,16,20,8,0,None,0,10,30.2
EWR,2017-07-26T03:00:00Z,21,15,50,8,0,None,0,10,30.21
EWR,2017-07-26T04:00:00Z,21,14,30,9,0,None,0,10,30.21
EWR,2017-07-26T05:00:00Z,20,14,30,9,0,None,0,10,30.22
EWR,2017-07-26T06:00:00Z,19,14,30,8,0,None,0,10,30.23
EWR,2017-07-26T07:00:00Z,19,14,30,8,0,None,0,10,30.22
EWR,2017-07-26T08:00:00Z,19,14,40,5,0,None,0,10,30.2
EWR,2017-07-26T09:00:00Z,19,14,40,4,0,None,0,10,30.22
EWR,2017-07-26T10:00:00Z,19,14,10,5,0,None,0,10,30.24
EWR,2017-07-26T11:00:00Z,19,14,20,7,0,None,0,10,30.23
EWR,2017-07-26T12:00:00Z,21,14,350,9,0,None,0,10,30.24
EWR,2017-07-26T13:00:00Z,22,14,-1.5,6,0,None,0,10,30.25
EWR,2017-07-26T14:00:00Z,22,13,120,4,0,None,0,10,30.25
EWR,2017-07-26T15:00:00Z,24,13,60,8,0,None,0,10,30.24
EWR,2017-07-26T16:00:00Z,23,13,180,8,0,None,0,10,30.23
EWR,2017-07-26T17:00:00Z,24,13,160,9,0,None,0,10,30.22
EWR,2017-07-26T18:00:00Z,24,12,140,8,14,None,0,10,30.21
EWR,2017-07-26T19:00:00Z,24,12,150,8,0,None,0,10,30.2
EWR,2017-07-26T20:00:00Z,24,12,170,9,0,None,0,10,30.17
EWR,2017-07-26T21:00:00Z,24,12,150,7,0,None,0,10,30.17
EWR,2017-07-26T22:00:00Z,24,11,150,8,0,None,0,10,30.15
EWR,2017-07-26T23:00:00Z,23,12,120,10,0,None,0,10,30.14
EWR,2017-07-27T00:00:00Z,22,13,150,6,0,None,0,10,30.14
EWR,2017-07-27T01:00:00Z,21,14,170,6,0,None,0,10,30.14
EWR,2017-07-27T02:00:00Z,21,15,170,7,0,None,0,10,30.14
EWR,2017-07-27T03:00:00Z,19,15,200,6,0,None,0,10,30.14
EWR,2017-07-27T04:00:00Z,19,15,190,6,0,None,0,10,30.14
EWR,2017-07-27T05:00:00Z,19,15,180,6,0,None,0,10,30.11
EWR,2017-07-27T06:00:00Z,19,15,200,5,0,None,0,10,30.11
EWR,2017-07-27T07:00:00Z,19,15,230,6,0,None,0,10,30.09
EWR,2017-07-27T08:00:00Z,19,16,250,6,0,None,0,10,30.08
EWR,2017-07-27T09:00:00Z,18,16,180,5,0,None,0,10,30.05
EWR,2017-07-27T10:00:00Z,18,16,240,4,0,None,0,10,30.06
EWR,2017-07-27T11:00:00Z,19,16,250,5,0,None,0,10,30.06
EWR,2017-07-27T12:00:00Z,20,16,240,7,0,None,0,10,30.06
EWR,2017-07-27T13:00:00Z,23,17,240,8,0,None,0,10,30.05
EWR,2017-07-27T14:00:00Z,23,18,220,5,0,None,0,10,30.02
EWR,2017-07-27T15:00:00Z,23,18,240,6,0,None,0,10,30.01
EWR,2017-07-27T16:00:00Z,25,19,230,10,0,None,0,10,29.99
EWR,2017-07-27T17:00:00Z,26,19,270,7,0,None,0,10,29.96
EWR,2017-07-27T18:00:00Z,26,19,260,6,0,None,0,10,29.94
EWR,2017-07-27T19:00:00Z,25,20,120,3,0,Rain,0,10,29.93
EWR,2017-07-27T20:00:00Z,25,20,120,3,0,Rain,0,10,29.92
EWR,2017-07-27T21:00:00Z,26,21,50,5,0,Rain,0,10,29.91
EWR,2017-07-27T22:00:00Z,25,20,50,4,0,None,0,10,29.9
EWR,2017-07-27T23:00:00Z,25,20,90,4,0,None,0,10,29.89
EWR,2017-07-28T00:00:00Z,25,20,90,3,0,None,0,10,29.89
EWR,2017-07-28T01:00:00Z,25,20,0,0,0,None,0,10,29.88
EWR,2017-07-28T02:00:00Z,25,20,0,0,0,None,0,10,29.89
EWR,2017-07-28T03:00:00Z,24,21,170,8,0,None,0,10,29.88
EWR,2017-07-28T04:00:00Z,24,21,210,5,0,None,0,10,29.87
EWR,2017-07-28T05:00:00Z,23,21,0,0,0,None,0,10,29.86
EWR,2017-07-28T06:00:00Z,23,21,280,3,0,Snow,0,10,29.85
EWR,2017-07-28T07:00:00Z,23,21,0,0,0,None,0,10,29.85
EWR,2017-07-28T08:00:00Z,23,21,0,0,0,None,0,10,29.84
EWR,2017-07-28T09:00:00Z,22,21,0,0,0,None,0,10,29.84
EWR,2017-07-28T10:00:00Z,22,20,0,0,0,None,0,10,29.86
EWR,2017-07-28T11:00:00Z,23,21,0,0,0,None,0,10,29.85
EWR,2017-07-28T12:00:00Z,24,21,30,5,0,None,0,7,29.86
EWR,2017-07-28T13:00:00Z,24,21,20,6,0,None,0,6,29.86
EWR,2017-07-28T14:00:00Z,26,21,360,7,0,None,0,8,29.85
EWR,2017-07-28T15:00:00Z,27,21,10,6,0,None,0,9,29.85
EWR,2017-07-28T16:00:00Z,28,19,90,5,0,None,0,9,29.85
EWR,2017-07-28T17:00:00Z,28,19,-1.5,6,0,None,0,9,29.83
EWR,2017-07-28T18:00:00Z,29,18,-1.5,6,0,None,0,9,29.82
EWR,2017-07-28T19:00:00Z,29,19,110,3,0,None,0,10,29.81
EWR,2017-07-28T20:00:00Z,28,19,150,7,0,None,0,10,29.8
EWR,2017-07-28T21:00:00Z,27,21,170,9,14,None,0,10,29.78
EWR,2017-07-28T22:00:00Z,27,20,140,8,0,None,0,10,29.77
EWR,2017-07-28T23:00:00Z,27,19,-1.5,5,0,None,0,10,29.77
EWR,2017-07-29T00:00:00Z,26,19,120,4,0,None,0,10,29.79
EWR,2017-07-29T01:00:00Z,25,20,140,4,0,None,0,10,29.8
EWR,2017-07-29T02:00:00Z,24,21,0,0,0,None,0,10,29.79
EWR,2017-07-29T03:00:00Z,24,21,20,4,0,None,0,10,29.8
EWR,2017-07-29T04:00:00Z,24,17,20,11,0,None,0,10,29.78
EWR,2017-07-29T05:00:00Z,24,16,20,10,0,None,0,10,29.77
EWR,2017-07-29T06:00:00Z,24,16,20,12,0,None,0,10,29.76
EWR,2017-07-29T07:00:00Z,23,16,20,11,0,None,0,10,29.75
EWR,2017-07-29T08:00:00Z,23,14,30,11,19,None,0,10,29.75
EWR,2017-07-29T09:00:00Z,22,11,30,13,21,Rain,0,10,29.76
EWR,2017-07-29T10:00:00Z,22,11,30,11,19,Rain,0,10,29.76
EWR,2017-07-29T11:00:00Z,21,11,30,18,0,Rain,0,10,29.76
EWR,2017-07-29T12:00:00Z,21,11,30,16,22,Rain,0,10,29.78
EWR,2017-07-29T13:00:00Z,21,12,10,18,24,None,0,10,29.79
EWR,2017-07-29T14:00:00Z,19,13,10,19,0,None,0,10,29.79
EWR,2017-07-29T15:00:00Z,21,13,20,18,26,None,0,10,29.8
EWR,2017-07-29T16:00:00Z,22,13,10,22,27,None,0,10,29.79
EWR,2017-07-29T17:00:00Z,22,13,20,18,27,None,0,10,29.8
EWR,2017-07-29T18:00:00Z,23,13,20,16,26,None,0,10,29.81
EWR,2017-07-29T19:00:00Z,23,13,20,16,21,None,0,10,29.81
EWR,2017-07-29T20:00:00Z,24,13,20,14,0,None,0,10,29.81
EWR,2017-07-29T21:00:00Z,25,13,10,19,24,None,0,10,29.81
EWR,2017-07-29T22:00:00Z,25,13,20,15,0,None,0,10,29.81
EWR,2017-07-29T23:00:00Z,25,13,10,17,0,None,0,10,29.82
EWR,2017-07-30T00:00:00Z,24,12,20,14,0,None,0,10,29.84
EWR,2017-07-30T01:00:00Z,23,12,360,18,23,None,0,10,29.85
EWR,2017-07-30T02:00:00Z,22,11,10,13,0,None,0,10,29.88
EWR,2017-07-30T03:00:00Z,21,11,10,10,0,None,0,10,29.89
EWR,2017-07-30T04:00:00Z,20,11,360,11,0,None,0,10,29.9
EWR,2017-07-30T05:00:00Z,19,11,10,11,0,None,0,10,29.9
EWR,2017-07-30T06:00:00Z,19,10,10,9,0,None,0,10,29.9
EWR,2017-07-30T07:00:00Z,17,10,20,7,0,None,0,10,29.9
EWR,2017-07-30T08:00:00Z,17,11,30,8,0,None,0,10,29.91
EWR,2017-07-30T09:00:00Z,17,11,20,8,0,None,0,10,29.93
EWR,2017-07-30T10:00:00Z,16,11,20,7,0,None,0,10,29.95
EWR,2017-07-30T11:00:00Z,18,11,10,8,0,None,0,10,29.97
EWR,2017-07-30T12:00:00Z,20,11,10,12,0,None,0,10,29.98
EWR,2017-07-30T13:00:00Z,22,11,20,11,0,None,0,10,29.99
EWR,2017-07-30T14:00:00Z,23,11,40,10,0,None,0,10,30
EWR,2017-07-30T15:00:00Z,24,11,10,9,0,None,0,10,30.01
EWR,2017-07-30T16:00:00Z,26,11,40,7,0,None,0,10,30.01
EWR,2017-07-30T17:00:00Z,26,9,20,7,0,None,0,10,30.02
EWR,2017-07-30T18:00:00Z,27,9,50,8,0,None,0,10,30.02
EWR,2017-07-30T19:00:00Z,28,11,10,8,0,None,0,10,30.01
EWR,2017-07-30T20:00:00Z,27,9,30,6,0,None,0,10,30.01
EWR,2017-07-30T21:00:00Z,28,11,330,5,0,None,0,10,30
EWR,2017-07-30T22:00:00Z,28,8,360,9,0,None,0,10,30
EWR,2017-07-30T23:00:00Z,28,8,-1.5,3,0,None,0,10,30
EWR,2017-07-31T00:00:00Z,26,12,170,4,0,None,0,10,30.02
EWR,2017-07-31T01:00:00Z,25,13,140,4,0,None,0,10,30.04
EWR,2017-07-31T02:00:00Z,23,14,180,6,0,None,0,10,30.05
EWR,2017-07-31T03:00:00Z,21,13,210,5,0,None,0,10,30.07
EWR,2017-07-31T04:00:00Z,20,12,230,8,0,None,0,10,30.07
EWR,2017-07-31T05:00:00Z,21,12,230,8,0,None,0,10,30.07
EWR,2017-07-31T06:00:00Z,21,12,240,7,0,None,0,10,30.06
EWR,2017-07-31T07:00:00Z,19,12,240,6,0,None,0,10,30.06
EWR,2017-07-31T08:00:00Z,19,12,240,5,0,None,0,10,30.05
EWR,2017-07-31T09:00:00Z,19,13,250,9,0,None,0,10,30.05
EWR,2017-07-31T10:00:00Z,19,13,260,3,0,None,0,10,30.06
EWR,2017-07-31T11:00:00Z,19,13,-1.5,5,0,None,0,10,30.07
EWR,2017-07-31T12:00:00Z,21,14,250,6,0,None,0,10,30.07
EWR,2017-07-31T13:00:00Z,24,14,0,0,0,None,0,10,30.07
EWR,2017-07-31T14:00:00Z,27,14,0,0,0,None,0,10,30.07
EWR,2017-07-31T15:00:00Z,28,14,-1.5,3,0,None,0,10,30.07
EWR,2017-07-31T16:00:00Z,29,14,60,5,0,None,0,10,30.07
EWR,2017-07-31T18:00:00Z,30,14,120,5,0,None,0,10,30.03
EWR,2017-07-31T19:00:00Z,32,14,-1.5,6,0,None,0,10,30.02
EWR,2017-07-31T20:00:00Z,32,14,340,9,0,None,0,10,30
EWR,2017-07-31T21:00:00Z,31,14,0,0,0,None,0,10,30
EWR,2017-07-31T22:00:00Z,31,15,-1.5,4,0,None,0,10,29.99
EWR,2017-07-31T23:00:00Z,29,17,130,7,0,None,0,10,30
EWR,2017-08-01T00:00:00Z,28,18,130,7,0,None,0,10,30.01
EWR,2017-08-01T01:00:00Z,27,18,150,4,0,Snow,0,10,30.02
EWR,2017-08-01T02:00:00Z,26,18,170,3,0,None,0,10,30.03
EWR,2017-08-01T03:00:00Z,25,18,180,4,0,None,0,10,30.03
EWR,2017-08-01T04:00:00Z,25,18,190,3,0,None,0,10,30.02
EWR,2017-08-01T05:00:00Z,24,18,230,5,0,None,0,10,30.01
EWR,2017-08-01T06:00:00Z,23,18,250,3,0,None,0,10,30.01
EWR,2017-08-01T07:00:00Z,23,18,230,3,0,None,0,10,30
EWR,2017-08-01T08:00:00Z,23,18,0,0,0,None,0,10,30.01
EWR,2017-08-01T09:00:00Z,23,17,30,3,0,None,0,10,30.02
EWR,2017-08-01T10:00:00Z,21,16,20,5,0,None,0,10,30.03
EWR,2017-08-01T11:00:00Z,22,17,30,3,0,None,0,10,30.04
EWR,2017-08-01T12:00:00Z,25,17,10,3,0,None,0,10,30.05
EWR,2017-08-01T13:00:00Z,27,17,350,8,0,None,0,10,30.06
EWR,2017-08-01T14:00:00Z,28,17,40,5,0,None,0,10,30.05
EWR,2017-08-01T15:00:00Z,29,17,50,3,0,None,0,10,30.05
EWR,2017-08-01T16:00:00Z,31,16,0,0,0,None,0,10,30.04
EWR,2017-08-01T17:00:00Z,32,15,220,4,0,None,0,10,30.03
EWR,2017-08-01T18:00:00Z,33,13,270,7,0,None,0,10,30.02
EWR,2017-08-01T19:00:00Z,32,13,0,0,0,Snow,0,10,30.01
EWR,2017-08-01T20:00:00Z,32,14,180,5,0,Snow,0,10,30
EWR,2017-08-01T21:00:00Z,31,18,160,9,0,None,0,10,29.99
EWR,2017-08-01T22:00:00Z,31,18,170,9,0,None,0,10,29.99
EWR,2017-08-01T23:00:00Z,29,18,170,10,0,None,0,10,29.99
EWR,2017-08-02T00:00:00Z,29,18,200,8,0,None,0,10,30.01
EWR,2017-08-02T01:00:00Z,28,18,190,7,0,None,0,10,30.01
EWR,2017-08-02T02:00:00Z,27,18,-1.5,4,0,None,0,10,30.03
EWR,2017-08-02T03:00:00Z,27,19,150,3,0,None,0,10,30.03
EWR,2017-08-02T04:00:00Z,26,19,160,3,0,None,0,10,30.03
EWR,2017-08-02T05:00:00Z,26,19,160,4,0,None,0,10,30.04
EWR,2017-08-02T06:00:00Z,25,19,0,0,0,None,0,10,30.03
EWR,2017-08-02T07:00:00Z,24,20,170,4,0,None,0,10,30.03
EWR,2017-08-02T08:00:00Z,24,20,210,3,0,None,0,10,30.03
EWR,2017-08-02T09:00:00Z,23,19,-1.5,3,0,None,0,10,30.03
EWR,2017-08-02T10:00:00Z,23,19,210,3,0,None,0,10,30.03
EWR,2017-08-02T11:00:00Z,24,20,270,3,0,Snow,0,10,30.04
EWR,2017-08-02T12:00:00Z,25,20,200,4,0,Snow,0,10,30.05
EWR,2017-08-02T13:00:00Z,26,21,200,4,0,None,0,10,30.06
EWR,2017-08-02T14:00:00Z,28,20,-1.5,3,0,None,0,9,30.06
EWR,2017-08-02T15:00:00Z,29,21,-1.5,5,0,None,0,10,30.06
EWR,2017-08-02T16:00:00Z,29,20,150,5,0,None,0,10,30.06
EWR,2017-08-02T17:00:00Z,26,19,140,3,0,Rain,0.92,8,30.04
EWR,2017-08-02T18:00:00Z,25,19,150,6,15,Rain,0.03,9,30.04
EWR,2017-08-02T19:00:00Z,26,19,300,3,0,Rain,0,10,30.04
EWR,2017-08-02T20:00:00Z,26,19,260,9,0,Rain,0,10,30.02
EWR,2017-08-02T21:00:00Z,23,19,290,10,0,Rain,0.02,8,30.09
EWR,2017-08-02T22:00:00Z,22,19,320,6,0,Rain,0.02,10,30.09
EWR,2017-08-02T23:00:00Z,22,19,20,9,0,Rain,0,10,30.05
EWR,2017-08-03T00:00:00Z,23,19,130,3,0,None,0,10,30.06
EWR,2017-08-03T01:00:00Z,22,19,210,3,0,None,0,10,30.08
EWR,2017-08-03T02:00:00Z,22,19,0,0,0,None,0,10,30.08
EWR,2017-08-03T03:00:00Z,22,19,0,0,0,None,0,10,30.1
EWR,2017-08-03T04:00:00Z,22,19,0,0,0,None,0,10,30.1
EWR,2017-08-03T05:00:00Z,22,19,0,0,0,None,0,10,30.09
EWR,2017-08-03T06:00:00Z,22,19,280,3,0,None,0,10,30.09
EWR,2017-08-03T07:00:00Z,21,19,20,3,0,None,0,9,30.08
EWR,2017-08-03T08:00:00Z,22,19,0,0,0,None,0,8,30.09
EWR,2017-08-03T09:00:00Z,21,19,0,0,0,None,0,7,30.08
EWR,2017-08-03T10:00:00Z,20,19,10,4,0,None,0,7,30.09
EWR,2017-08-03T11:00:00Z,21,20,10,3,0,None,0,5,30.11
EWR,2017-08-03T12:00:00Z,23,19,0,0,0,None,0,5,30.13
EWR,2017-08-03T13:00:00Z,24,19,10,3,0,None,0,6,30.13
EWR,2017-08-03T14:00:00Z,26,19,0,0,0,None,0,6,30.13
EWR,2017-08-03T15:00:00Z,26,19,-1.5,3,0,None,0,9,30.13
EWR,2017-08-03T16:00:00Z,28,19,-1.5,4,0,None,0,9,30.12
EWR,2017-08-03T17:00:00Z,29,20,160,8,0,None,0,10,30.11
EWR,2017-08-03T18:00:00Z,29,19,170,7,0,None,0,10,30.09
EWR,2017-08-03T19:00:00Z,29,21,160,10,0,None,0,10,30.07
EWR,2017-08-03T20:00:00Z,28,21,130,12,16,None,0,10,30.06
EWR,2017-08-03T21:00:00Z,29,19,160,9,0,None,0,10,30.04
EWR,2017-08-03T22:00:00Z,27,20,160,10,0,Rain,0,10,30.04
EWR,2017-08-03T23:00:00Z,27,19,160,7,0,Rain,0,10,30.05
EWR,2017-08-04T00:00:00Z,24,20,180,5,0,Rain,0,10,30.08
EWR,2017-08-04T01:00:00Z,25,21,140,5,0,Rain,0.01,10,30.07
EWR,2017-08-04T02:00:00Z,25,20,230,5,0,Snow,0,10,30.1
EWR,2017-08-04T03:00:00Z,24,20,250,8,0,Rain,0,10,30.1
EWR,2017-08-04T04:00:00Z,24,18,270,4,0,None,0,10,30.08
EWR,2017-08-04T05:00:00Z,23,19,150,3,0,None,0,10,30.07
EWR,2017-08-04T06:00:00Z,23,19,180,4,0,None,0,10,30.07
EWR,2017-08-04T07:00:00Z,23,19,170,3,0,None,0,10,30.06
EWR,2017-08-04T08:00:00Z,23,20,150,3,0,None,0,10,30.06
EWR,2017-08-04T09:00:00Z,23,20,150,3,0,None,0,10,30.05
EWR,2017-08-04T10:00:00Z,23,20,150,4,0,Snow,0,10,30.06
EWR,2017-08-04T11:00:00Z,22,19,310,6,23,Rain,0.6,0.75,30.06
EWR,2017-08-04T12:00:00Z,23,20,-1.5,3,0,Rain,0.25,10,30.06
EWR,2017-08-04T13:00:00Z,23,21,130,5,0,Snow,0,10,30.06
EWR,2017-08-04T14:00:00Z,25,22,140,7,0,None,0,10,30.05
EWR,2017-08-04T15:00:00Z,26,22,150,8,0,None,0,10,30.05
EWR,2017-08-04T16:00:00Z,27,22,130,9,0,None,0,10,30.04
EWR,2017-08-04T17:00:00Z,28,22,-1.5,6,0,None,0,10,30.03
EWR,2017-08-04T18:00:00Z,29,19,130,9,0,None,0,10,30
EWR,2017-08-04T19:00:00Z,28,21,110,11,17,None,0,10,29.97
EWR,2017-08-04T20:00:00Z,29,19,140,13,20,None,0,10,29.95
EWR,2017-08-04T21:00:00Z,28,19,140,11,18,None,0,10,29.94
EWR,2017-08-04T22:00:00Z,28,18,140,10,20,None,0,10,29.94
EWR,2017-08-04T23:00:00Z,28,20,160,11,0,None,0,10,29.92
EWR,2017-08-05T00:00:00Z,26,20,160,8,16,None,0,10,29.92
EWR,2017-08-05T01:00:00Z,25,20,160,8,0,None,0,10,29.93
EWR,2017-08-05T02:00:00Z,24,21,170,7,0,None,0,10,29.94
EWR,2017-08-05T03:00:00Z,24,22,160,7,0,None,0,10,29.95
EWR,2017-08-05T04:00:00Z,24,22,160,7,0,None,0,10,29.93
EWR,2017-08-05T05:00:00Z,24,22,160,8,0,None,0,10,29.92
EWR,2017-08-05T06:00:00Z,24,22,170,6,0,None,0,10,29.9
EWR,2017-08-05T07:00:00Z,24,22,160,4,0,Snow,0,10,29.88
EWR,2017-08-05T08:00:00Z,24,22,150,6,0,Rain,0,10,29.85
EWR,2017-08-05T09:00:00Z,24,22,120,5,0,Rain,0,10,29.84
EWR,2017-08-05T10:00:00Z,21,20,40,3,0,Rain,0.62,6,29.84
EWR,2017-08-05T11:00:00Z,21,20,210,6,0,Rain,0.02,8,29.84
EWR,2017-08-05T12:00:00Z,21,21,240,7,0,None,0,10,29.86
EWR,2017-08-05T13:00:00Z,21,20,270,8,0,None,0,10,29.88
EWR,2017-08-05T14:00:00Z,23,20,260,6,0,None,0,10,29.88
EWR,2017-08-05T15:00:00Z,24,19,270,10,0,None,0,10,29.89
EWR,2017-08-05T16:00:00Z,25,19,270,11,0,None,0,10,29.88
EWR,2017-08-05T17:00:00Z,25,18,250,13,0,None,0,10,29.88
EWR,2017-08-05T18:00:00Z,26,17,260,13,0,None,0,10,29.87
EWR,2017-08-05T19:00:00Z,27,16,250,13,18,None,0,10,29.86
EWR,2017-08-05T20:00:00Z,27,14,260,15,0,None,0,10,29.85
EWR,2017-08-05T21:00:00Z,27,13,260,16,22,None,0,10,29.86
EWR,2017-08-05T22:00:00Z,26,13,250,15,22,None,0,10,29.87
EWR,2017-08-05T23:00:00Z,26,12,290,16,22,None,0,10,29.9
EWR,2017-08-06T00:00:00Z,24,11,290,11,19,None,0,10,29.92
EWR,2017-08-06T01:00:00Z,23,12,270,7,0,None,0,10,29.95
EWR,2017-08-06T02:00:00Z,22,12,260,5,0,None,0,10,29.97
EWR,2017-08-06T03:00:00Z,21,13,280,7,0,None,0,10,29.98
EWR,2017-08-06T04:00:00Z,21,13,280,7,0,None,0,10,29.99
EWR,2017-08-06T05:00:00Z,19,13,270,7,0,None,0,10,29.99
EWR,2017-08-06T06:00:00Z,19,12,280,7,0,None,0,10,30
EWR,2017-08-06T07:00:00Z,19,11,280,10,0,None,0,10,30
EWR,2017-08-06T08:00:00Z,18,11,280,9,0,None,0,10,30.03
EWR,2017-08-06T09:00:00Z,18,11,300,9,0,None,0,10,30.03
EWR,2017-08-06T10:00:00Z,18,11,300,9,0,None,0,10,30.04
EWR,2017-08-06T11:00:00Z,18,11,290,8,0,None,0,10,30.06
EWR,2017-08-06T12:00:00Z,19,12,300,9,0,None,0,10,30.08
EWR,2017-08-06T13:00:00Z,20,12,300,8,0,None,0,10,30.09
EWR,2017-08-06T14:00:00Z,22,12,290,7,0,None,0,10,30.1
EWR,2017-08-06T15:00:00Z,23,11,300,8,0,None,0,10,30.1
EWR,2017-08-06T16:00:00Z,24,11,260,7,0,None,0,10,30.1
EWR,2017-08-06T17:00:00Z,24,11,290,6,0,None,0,10,30.1
EWR,2017-08-06T18:00:00Z,24,11,250,8,17,None,0,10,30.1
EWR,2017-08-06T19:00:00Z,25,11,270,10,0,None,0,10,30.09
EWR,2017-08-06T20:00:00Z,25,12,260,12,16,None,0,10,30.09
EWR,2017-08-06T21:00:00Z,24,11,240,11,0,None,0,10,30.09
EWR,2017-08-06T22:00:00Z,24,11,250,11,0,None,0,10,30.09
EWR,2017-08-06T23:00:00Z,23,11,220,9,0,None,0,10,30.09
EWR,2017-08-07T00:00:00Z,23,12,240,8,0,None,0,10,30.1
EWR,2017-08-07T01:00:00Z,22,12,240,8,0,None,0,10,30.1
EWR,2017-08-07T02:00:00Z,22,12,230,6,0,None,0,10,30.11
EWR,2017-08-07T03:00:00Z,21,12,250,8,0,None,0,10,30.12
EWR,2017-08-07T04:00:00Z,20,13,230,4,0,None,0,10,30.12
EWR,2017-08-07T05:00:00Z,19,13,230,4,0,None,0,10,30.12
EWR,2017-08-07T06:00:00Z,19,13,-1.5,4,0,None,0,10,30.11
EWR,2017-08-07T07:00:00Z,19,14,210,4,0,None,0,10,30.11
EWR,2017-08-07T08:00:00Z,19,14,240,5,0,None,0,10,30.1
EWR,2017-08-07T09:00:00Z,19,13,230,4,0,None,0,10,30.1
EWR,2017-08-07T10:00:00Z,20,13,0,0,0,None,0,10,30.09
EWR,2017-08-07T11:00:00Z,21,14,0,0,0,None,0,10,30.1
EWR,2017-08-07T12:00:00Z,21,16,0,0,0,Rain,0,10,30.09
EWR,2017-08-07T13:00:00Z,19,17,270,5,0,Rain,0,10,30.09
EWR,2017-08-07T14:00:00Z,19,18,0,0,0,Rain,0,10,30.08
